rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/entropy_loss,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl,train/clip_fraction,train/learning_rate
-161.18740142857143,1,2233,0,2048,93.47619047619048,,,,,,,,,,
-167.00881284782608,2,1673,2,4096,87.47826086956522,2048.1491186141966,-1.3826258130371571,852.6563720703125,-0.007233856273523997,10,0.2,0.003978610038757324,0.0068573523,0.026513671875,0.0003
-170.4688763731343,3,1540,3,6144,90.80597014925372,2226.2627498626707,-1.3817330397665502,657.7871704101562,-0.007724655450147111,20,0.2,-0.007718801498413086,0.0071761683,0.01826171875,0.0003
-169.1819186153846,4,1484,5,8192,89.34065934065934,1008.6246569633483,-1.376635766029358,484.2653503417969,-0.006691282227984629,30,0.2,-0.01026928424835205,0.00836659,0.050390625,0.0003
-170.75208046,5,1449,7,10240,89.36,821.3119418144227,-1.372659807652235,926.5619506835938,-0.008257394786051009,40,0.2,-0.0012428760528564453,0.00834368,0.062744140625,0.0003
-162.83625488,6,1429,8,12288,91.51,1412.5783152580261,-1.3678462702780962,975.5715942382812,-0.00545091908206814,50,0.2,-0.0010209083557128906,0.010632692,0.03271484375,0.0003
-160.54405110000002,7,1412,10,14336,94.83,764.6772328853607,-1.3573280528187752,413.2032165527344,-0.007641936030267971,60,0.2,-0.0008943080902099609,0.009058528,0.158154296875,0.0003
-159.15242910999999,8,1401,11,16384,96.81,738.0454463481904,-1.338790674880147,354.43951416015625,-0.002031354833161458,70,0.2,-0.0005822181701660156,0.00699451,0.0376953125,0.0003
-159.1505387,9,1388,13,18432,100.19,1139.5197497367858,-1.3441685136407613,1032.536865234375,-0.0020196374840452335,80,0.2,-0.07962429523468018,0.001996462,0.0,0.0003
-159.05021385,10,1381,14,20480,102.51,434.9925459861755,-1.3136906195431948,215.8505859375,-0.00852905542269582,90,0.2,-0.00011920928955078125,0.012404013,0.111181640625,0.0003
-156.49326413,11,1371,16,22528,109.65,837.1596907138825,-1.290294076129794,576.5057983398438,-0.00546289417106891,100,0.2,-0.0031366348266601562,0.012928617,0.0853515625,0.0003
-157.07903953000005,12,1363,18,24576,116.61,435.0931200504303,-1.237407708913088,267.6966552734375,-0.01130115787818795,110,0.2,-0.00016748905181884766,0.014683459,0.14326171875,0.0003
-154.74161031000003,13,1355,19,26624,123.89,507.05797243118286,-1.2491663344204427,242.5161590576172,-0.005386021450976841,120,0.2,-1.33514404296875e-05,0.008690439,0.068359375,0.0003
-148.51596187999996,14,1347,21,28672,129.87,556.3733611583709,-1.2384118773043156,415.9444274902344,-0.00525210092891939,130,0.2,-3.337860107421875e-05,0.0077405353,0.06767578125,0.0003
-143.89995905,15,1305,23,30720,143.56,415.3819894313812,-1.2266144908964633,316.37994384765625,-0.007027983659645543,140,0.2,0.00010925531387329102,0.0061812294,0.05341796875,0.0003
-142.49046907,16,1301,25,32768,150.59,489.94974279403687,-1.286307817324996,263.80169677734375,-0.004371717798494501,150,0.2,0.0012060999870300293,0.0057025896,0.017724609375,0.0003
-137.28193431,17,1253,27,34816,155.73,304.01247718334196,-1.1975230537354946,65.6413803100586,-0.008547213908605045,160,0.2,0.01377016305923462,0.015208612,0.03818359375,0.0003
-133.82386481999998,18,1251,29,36864,172.83,482.8188056230545,-1.248834964260459,160.88050842285156,-0.003493471504771151,170,0.2,0.1890612244606018,0.0044225864,0.00458984375,0.0003
-129.80588167999997,19,1245,31,38912,179.45,389.3041933298111,-1.1574646923691034,140.37611389160156,-0.0042484768906433604,180,0.2,0.13892686367034912,0.009266901,0.03330078125,0.0003
-128.48051008,20,1241,32,40960,183.47,417.8295084953308,-1.1546317711472511,141.1785888671875,-0.004783855957794003,190,0.2,0.2066875696182251,0.004354345,0.00849609375,0.0003
-123.46728527999998,21,1207,35,43008,197.06,335.327697968483,-1.11723215803504,315.1476135253906,-0.004921757947886363,200,0.2,0.2864965796470642,0.0071787136,0.02060546875,0.0003
-124.1768117,22,1207,37,45056,200.57,202.92593758106233,-1.191147804260254,58.26578140258789,-0.004256989710847847,210,0.2,0.46434563398361206,0.0056413584,0.02275390625,0.0003
-121.26890884000001,23,1171,40,47104,211.61,548.2760204792023,-1.0499343313276768,282.5563049316406,-0.0033370872275554574,220,0.2,0.3874533772468567,0.00580104,0.0181640625,0.0003
-120.17929991999999,24,1113,44,49152,220.2,296.9067411184311,-1.1897799912840128,64.91962432861328,-0.005506839629379101,230,0.2,0.48227834701538086,0.00686821,0.049755859375,0.0003
-117.4600453,25,1086,47,51200,238.33,105.49627591967582,-1.2786983270198107,41.14768600463867,-0.011116005366056924,240,0.2,0.6480268836021423,0.010746475,0.06572265625,0.0003
-112.96334548000003,26,1070,49,53248,256.22,178.03009548187256,-1.1743405617773532,39.674766540527344,-0.004452265657164389,250,0.2,0.5239063203334808,0.007246702,0.04287109375,0.0003
-113.33940557,27,1054,52,55296,268.39,98.53127598762512,-1.1316357005387545,34.09201431274414,-0.011644596877886215,260,0.2,0.6844075322151184,0.009870465,0.107568359375,0.0003
-110.01739075000002,28,1029,55,57344,271.21,284.33240630626676,-1.0826294559985399,197.1653594970703,-0.005905055617040489,270,0.2,0.3036510944366455,0.006898865,0.04091796875,0.0003
-103.41557439,29,1006,58,59392,288.7,220.39133534431457,-1.1285710383206606,87.25494384765625,-0.008328656182129635,280,0.2,0.4447634816169739,0.007179499,0.031884765625,0.0003
-107.71253800999997,30,999,61,61440,301.67,119.66904699206353,-1.1266870703548193,61.172855377197266,-0.006287654265906895,290,0.2,0.5944602787494659,0.0062316344,0.06533203125,0.0003
-104.70889169,31,996,63,63488,314.73,207.69248521327972,-0.9998744389042258,118.54203796386719,-0.005022200012172106,300,0.2,0.4198797345161438,0.008139963,0.07421875,0.0003
-104.69245667,32,971,67,65536,324.72,215.41769456863403,-1.0027643330395222,130.5442352294922,-0.008736246457556263,310,0.2,0.4320000410079956,0.00736128,0.0787109375,0.0003
-97.51459519,33,948,71,67584,346.9,128.42619559764861,-0.8664840195327997,34.64783477783203,-0.008144187508150935,320,0.2,0.728848397731781,0.009438459,0.086865234375,0.0003
-97.69049143999999,34,910,76,69632,362.33,129.2771565079689,-1.0108167970553041,91.53843688964844,-0.0067705670844588894,330,0.2,0.600151002407074,0.0062475395,0.0525390625,0.0003
-100.82043512,35,907,79,71680,365.38,60.237425446510315,-0.7447891443967819,8.659950256347656,-0.0056317877031688115,340,0.2,0.8161275535821915,0.012392593,0.082421875,0.0003
-97.82247267000001,36,899,81,73728,377.32,109.11441540122033,-1.0385708900168538,21.109928131103516,-0.004815117699763505,350,0.2,0.7358279824256897,0.012158567,0.13193359375,0.0003
-95.50082236,37,893,84,75776,395.55,121.94840795993805,-0.9613008769229054,59.0341796875,-0.006637555441557197,360,0.2,0.6721698045730591,0.0057558976,0.044287109375,0.0003
